participant_id,session_id,event_order_final,event_type,event_time_final,event_source_final,raw_snirf_present,inserted_from_psychopy,repair_confidence,block,trial_idx_in_block,question_id,event_code_raw,event_label_raw,notes,global_analysis_excluded,global_exclusion_reason
PID001,2025-11-06_008,21,answer,1392.657509,snirf_raw,True,False,high,A3,2,2021.0_CH_57,22,22,,False,
PID001,2025-11-06_008,22,question_start,1397.853313,snirf_raw,True,False,high,A3,3,2021.0_CH_86,11,11,,False,
PID001,2025-11-06_008,23,answer,1499.339854,snirf_raw,True,False,high,A3,3,2021.0_CH_86,21,21,,False,
PID001,2025-11-06_008,24,block_end,1671.568553,snirf_raw,True,False,high,A3,-1,,92,92,,False,
PID001,2025-11-06_008,25,block_start,1673.420799,snirf_raw,True,False,high,A4,-1,,91,91,,False,
PID001,2025-11-06_008,26,question_start,1678.239277,snirf_raw,True,False,high,A4,1,2021.0_CH_65,11,11,,False,
PID001,2025-11-06_008,27,answer,1780.944343,snirf_raw,True,False,high,A4,1,2021.0_CH_65,22,22,,False,
PID001,2025-11-06_008,28,question_start,1785.509804,snirf_raw,True,False,high,A4,2,2019.0_CH_64,11,11,,False,
PID001,2025-11-06_008,29,answer,1877.997887,snirf_raw,True,False,high,A4,2,2019.0_CH_64,23,23,,False,
PID001,2025-11-06_008,30,question_start,1881.657473,snirf_raw,True,False,high,A4,3,2020.0_CH_76,11,11,,False,
PID001,2025-11-06_008,31,answer,1985.396009,snirf_raw,True,False,high,A4,3,2020.0_CH_76,22,22,,False,
PID001,2025-11-06_008,32,block_end,2093.435036,snirf_raw,True,False,high,A4,-1,,92,92,,False,
PID001,2025-11-06_008,33,block_start,2095.721402,snirf_raw,True,False,high,A5,-1,,91,91,,False,
PID001,2025-11-06_008,34,question_start,2099.357174,snirf_raw,True,False,high,A5,1,2021.0_CH_83,11,11,,False,
PID001,2025-11-06_008,35,answer,2192.395796,snirf_raw,True,False,high,A5,1,2021.0_CH_83,22,22,,False,
PID001,2025-11-06_008,36,question_start,2196.258024,snirf_raw,True,False,high,A5,2,2019.0_CH_56,11,11,,False,
PID001,2025-11-06_008,37,answer,2325.276463,snirf_raw,True,False,high,A5,2,2019.0_CH_56,24,24,,False,
PID001,2025-11-06_008,38,question_start,2329.857554,snirf_raw,True,False,high,A5,3,2022.0_CH_60,11,11,,False,
PID001,2025-11-06_008,39,answer,2492.26589,snirf_raw,True,False,high,A5,3,2022.0_CH_60,22,22,,False,
PID001,2025-11-06_008,40,block_end,2515.734864,snirf_raw,True,False,high,A5,-1,,92,92,,False,
PID001,2025-11-06_008,41,block_start,2518.370001,snirf_raw,True,False,high,C1,-1,,91,91,,False,
PID001,2025-11-06_008,42,question_start,2522.053545,snirf_raw,True,False,high,C1,1,2017.0_CH_47,11,11,,False,
PID001,2025-11-06_008,43,answer,2618.745213,snirf_raw,True,False,high,C1,1,2017.0_CH_47,24,24,,False,
PID001,2025-11-06_008,44,question_start,2622.483697,snirf_raw,True,False,high,C1,2,2020.0_CH_70,11,11,,False,
PID001,2025-11-06_008,45,answer,2731.012187,snirf_raw,True,False,high,C1,2,2020.0_CH_70,25,25,,False,
PID001,2025-11-06_008,46,question_start,2736.461735,snirf_raw,True,False,high,C1,3,2018.0_LC_44,11,11,,False,
PID001,2025-11-06_008,47,answer,2828.261814,snirf_raw,True,False,high,C1,3,2018.0_LC_44,25,25,,False,
PID001,2025-11-06_008,48,block_end,2938.383922,snirf_raw,True,False,high,C1,-1,,92,92,,False,
PID001,2025-11-06_008,49,block_start,2940.085845,snirf_raw,True,False,high,C2,-1,,91,91,,False,
PID001,2025-11-06_008,50,question_start,2943.143607,snirf_raw,True,False,high,C2,1,2020.0_CH_82,11,11,,False,
PID001,2025-11-06_008,51,answer,3020.432662,snirf_raw,True,False,high,C2,1,2020.0_CH_82,25,25,,False,
PID001,2025-11-06_008,52,question_start,3025.922155,snirf_raw,True,False,high,C2,2,2017.0_CH_75,11,11,,False,
PID001,2025-11-06_008,53,answer,3145.510973,snirf_raw,True,False,high,C2,2,2017.0_CH_75,21,21,,False,
PID001,2025-11-06_008,54,question_start,3150.196522,snirf_raw,True,False,high,C2,3,2017.0_CH_68,11,11,,False,
PID001,2025-11-06_008,55,answer,3220.717678,snirf_raw,True,False,high,C2,3,2017.0_CH_68,23,23,,False,
PID001,2025-11-06_008,56,block_end,3360.100506,snirf_raw,True,False,high,C2,-1,,92,92,,False,
PID001,2025-11-06_008,57,block_start,3361.50212,snirf_raw,True,False,high,C3,-1,,91,91,,False,
PID001,2025-11-06_008,58,question_start,3365.147662,snirf_raw,True,False,high,C3,1,2020.0_CH_56,11,11,,False,
PID001,2025-11-06_008,59,answer,3442.882146,snirf_raw,True,False,high,C3,1,2020.0_CH_56,24,24,,False,
PID001,2025-11-06_008,60,question_start,3447.874161,snirf_raw,True,False,high,C3,2,2021.0_CH_76,11,11,,False,
PID001,2025-11-06_008,61,answer,3531.333775,snirf_raw,True,False,high,C3,2,2021.0_CH_76,23,23,,False,
PID001,2025-11-06_008,62,question_start,3536.743587,snirf_raw,True,False,high,C3,3,2021.0_LC_26,11,11,,False,
PID001,2025-11-06_008,63,answer,3693.991195,snirf_raw,True,False,high,C3,3,2021.0_LC_26,25,25,,False,
PID001,2025-11-06_008,64,block_end,3781.5169,snirf_raw,True,False,high,C3,-1,,92,92,,False,
PID001,2025-11-06_008,65,block_start,3784.418325,snirf_raw,True,False,high,C4,-1,,91,91,,False,
PID001,2025-11-06_008,66,question_start,3789.297537,snirf_raw,True,False,high,C4,1,2020.0_CH_59,11,11,,False,
PID001,2025-11-06_008,67,answer,3883.712868,snirf_raw,True,False,high,C4,1,2020.0_CH_59,23,23,,False,
PID001,2025-11-06_008,68,question_start,3888.611489,snirf_raw,True,False,high,C4,2,2020.0_CH_84,11,11,,False,
PID001,2025-11-06_008,69,answer,3955.967816,snirf_raw,True,False,high,C4,2,2020.0_CH_84,25,25,,False,
PID001,2025-11-06_008,70,question_start,3959.569235,snirf_raw,True,False,high,C4,3,2020.0_CH_78,11,11,,False,
PID001,2025-11-06_008,71,answer,4021.490241,snirf_raw,True,False,high,C4,3,2020.0_CH_78,22,22,,False,
PID001,2025-11-06_008,72,block_end,4204.433428,snirf_raw,True,False,high,C4,-1,,92,92,,False,
PID001,2025-11-06_008,73,block_start,4207.584099,snirf_raw,True,False,high,C5,-1,,91,91,,False,
PID001,2025-11-06_008,74,question_start,4211.497204,snirf_raw,True,False,high,C5,1,2017.0_CH_69,11,11,,False,
PID001,2025-11-06_008,75,answer,4288.081098,snirf_raw,True,False,high,C5,1,2017.0_CH_69,24,24,,False,
PID001,2025-11-06_008,76,question_start,4292.85089,snirf_raw,True,False,high,C5,2,2018.0_CH_77,11,11,,False,
PID001,2025-11-06_008,77,answer,4341.006578,snirf_raw,True,False,high,C5,2,2018.0_CH_77,21,21,,False,
PID001,2025-11-06_008,78,question_start,4345.677142,snirf_raw,True,False,high,C5,3,2021.0_CH_46,11,11,,False,
PID001,2025-11-06_008,79,answer,4410.178077,snirf_raw,True,False,high,C5,3,2021.0_CH_46,21,21,,False,
PID001,2025-11-06_008,80,block_end,4627.599387,snirf_raw,True,False,high,C5,-1,,92,92,,False,
PID002,2025-11-06_PID002,1,block_start,256.199212,snirf_raw,True,False,high,C1,-1,,91,91,,False,
PID002,2025-11-06_PID002,2,question_start,259.353229,snirf_raw,True,False,high,C1,1,2018.0_CH_77,11,11,,False,
PID002,2025-11-06_PID002,3,answer,317.26681,snirf_raw,True,False,high,C1,1,2018.0_CH_77,23,23,,False,
PID002,2025-11-06_PID002,4,question_start,321.715927,snirf_raw,True,False,high,C1,2,2021.0_CH_76,11,11,,False,
PID002,2025-11-06_PID002,5,answer,466.973954,snirf_raw,True,False,high,C1,2,2021.0_CH_76,21,21,,False,
PID002,2025-11-06_PID002,6,question_start,471.626908,snirf_raw,True,False,high,C1,3,2020.0_CH_78,11,11,,False,
PID002,2025-11-06_PID002,7,answer,545.412505,snirf_raw,True,False,high,C1,3,2020.0_CH_78,23,23,,False,
PID002,2025-11-06_PID002,8,block_end,676.214838,snirf_raw,True,False,high,C1,-1,,92,92,,False,
PID002,2025-11-06_PID002,9,block_start,678.316446,snirf_raw,True,False,high,C2,-1,,91,91,,False,
PID002,2025-11-06_PID002,10,question_start,682.97,snirf_raw,True,False,high,C2,1,2018.0_LC_44,11,11,,False,
PID002,2025-11-06_PID002,11,answer,764.895075,snirf_raw,True,False,high,C2,1,2018.0_LC_44,24,24,,False,
PID002,2025-11-06_PID002,12,question_start,770.335078,snirf_raw,True,False,high,C2,2,2020.0_CH_70,11,11,,False,
PID002,2025-11-06_PID002,13,answer,865.245725,snirf_raw,True,False,high,C2,2,2020.0_CH_70,25,25,,False,
PID002,2025-11-06_PID002,14,question_start,869.280842,snirf_raw,True,False,high,C2,3,2021.0_CH_46,11,11,,False,
PID002,2025-11-06_PID002,15,answer,973.662512,snirf_raw,True,False,high,C2,3,2021.0_CH_46,22,22,,False,
PID002,2025-11-06_PID002,16,block_end,1098.331535,snirf_raw,True,False,high,C2,-1,,92,92,,False,
PID002,2025-11-06_PID002,17,block_start,1099.384791,snirf_raw,True,False,high,C3,-1,,91,91,,False,
PID002,2025-11-06_PID002,18,question_start,1103.796347,snirf_raw,True,False,high,C3,1,2021.0_LC_26,11,11,,False,
PID002,2025-11-06_PID002,19,answer,1291.178104,snirf_raw,True,False,high,C3,1,2021.0_LC_26,25,25,,False,
PID002,2025-11-06_PID002,20,question_start,1295.990586,snirf_raw,True,False,high,C3,2,2017.0_CH_47,11,11,,False,
PID002,2025-11-06_PID002,21,answer,1342.420205,snirf_raw,True,False,high,C3,2,2017.0_CH_47,24,24,,False,
PID002,2025-11-06_PID002,22,question_start,1346.263662,snirf_raw,True,False,high,C3,3,2020.0_CH_59,11,11,,False,
PID002,2025-11-06_PID002,23,answer,1411.376858,snirf_raw,True,False,high,C3,3,2020.0_CH_59,23,23,,False,
PID002,2025-11-06_PID002,24,block_end,1519.399602,snirf_raw,True,False,high,C3,-1,,92,92,,False,
PID002,2025-11-06_PID002,25,block_start,1521.468238,snirf_raw,True,False,high,C4,-1,,91,91,,False,
PID002,2025-11-06_PID002,26,question_start,1526.077433,snirf_raw,True,False,high,C4,1,2017.0_CH_75,11,11,,False,
PID002,2025-11-06_PID002,27,answer,1615.711807,snirf_raw,True,False,high,C4,1,2017.0_CH_75,25,25,,False,
PID002,2025-11-06_PID002,28,question_start,1619.513666,snirf_raw,True,False,high,C4,2,2020.0_CH_84,11,11,,False,
PID002,2025-11-06_PID002,29,answer,1699.131545,snirf_raw,True,False,high,C4,2,2020.0_CH_84,25,25,,False,
PID002,2025-11-06_PID002,30,question_start,1703.306075,snirf_raw,True,False,high,C4,3,2020.0_CH_82,11,11,,False,
PID002,2025-11-06_PID002,31,answer,1765.020963,snirf_raw,True,False,high,C4,3,2020.0_CH_82,21,21,,False,
PID002,2025-11-06_PID002,32,block_end,1941.483327,snirf_raw,True,False,high,C4,-1,,92,92,,False,
PID002,2025-11-06_PID002,33,block_start,1943.201347,snirf_raw,True,False,high,C5,-1,,91,91,,False,
PID002,2025-11-06_PID002,34,question_start,1947.892999,snirf_raw,True,False,high,C5,1,2017.0_CH_68,11,11,,False,
PID002,2025-11-06_PID002,35,answer,2062.75919,snirf_raw,True,False,high,C5,1,2017.0_CH_68,25,25,,False,
PID002,2025-11-06_PID002,36,question_start,2066.573247,snirf_raw,True,False,high,C5,2,2020.0_CH_56,11,11,,False,
PID002,2025-11-06_PID002,37,answer,2097.503395,snirf_raw,True,False,high,C5,2,2020.0_CH_56,24,24,,False,
PID002,2025-11-06_PID002,38,question_start,2102.576057,snirf_raw,True,False,high,C5,3,2017.0_CH_69,11,11,,False,
PID002,2025-11-06_PID002,39,answer,2196.486411,snirf_raw,True,False,high,C5,3,2017.0_CH_69,24,24,,False,
PID002,2025-11-06_PID002,40,block_end,2363.217434,snirf_raw,True,False,high,C5,-1,,92,92,,False,
PID002,2025-11-06_PID002,41,block_start,2368.018313,snirf_raw,True,False,high,A1,-1,,91,91,,False,
PID002,2025-11-06_PID002,42,question_start,2371.152154,snirf_raw,True,False,high,A1,1,2019.0_CH_56,11,11,,False,
PID002,2025-11-06_PID002,43,answer,2472.194161,snirf_raw,True,False,high,A1,1,2019.0_CH_56,22,22,,False,
PID002,2025-11-06_PID002,44,question_start,2477.050044,snirf_raw,True,False,high,A1,2,2021.0_CH_65,11,11,,False,
PID002,2025-11-06_PID002,45,answer,2529.951474,snirf_raw,True,False,high,A1,2,2021.0_CH_65,21,21,,False,
PID002,2025-11-06_PID002,46,question_start,2533.726853,snirf_raw,True,False,high,A1,3,2020.0_CH_77,11,11,,False,
PID002,2025-11-06_PID002,47,answer,2627.419573,snirf_raw,True,False,high,A1,3,2020.0_CH_77,21,21,,False,
PID002,2025-11-06_PID002,48,block_end,2788.033744,snirf_raw,True,False,high,A1,-1,,92,92,,False,
PID002,2025-11-06_PID002,49,block_start,2790.985284,snirf_raw,True,False,high,A2,-1,,91,91,,False,
PID002,2025-11-06_PID002,50,question_start,2795.732738,snirf_raw,True,False,high,A2,1,2021.0_CH_57,11,11,,False,
PID002,2025-11-06_PID002,51,answer,2878.113075,snirf_raw,True,False,high,A2,1,2021.0_CH_57,22,22,,False,
PID002,2025-11-06_PID002,52,question_start,2882.282862,snirf_raw,True,False,high,A2,2,2020.0_CH_76,11,11,,False,
PID002,2025-11-06_PID002,53,answer,3028.823153,snirf_raw,True,False,high,A2,2,2020.0_CH_76,22,22,,False,
PID002,2025-11-06_PID002,54,question_start,3033.925412,snirf_raw,True,False,high,A2,3,2021.0_CH_86,11,11,,False,
PID002,2025-11-06_PID002,55,answer,3127.092155,snirf_raw,True,False,high,A2,3,2021.0_CH_86,21,21,,False,
PID002,2025-11-06_PID002,56,block_end,3211.000348,snirf_raw,True,False,high,A2,-1,,92,92,,False,
PID002,2025-11-06_PID002,57,block_start,3216.702901,snirf_raw,True,False,high,A3,-1,,91,91,,False,
PID002,2025-11-06_PID002,58,question_start,3221.367833,snirf_raw,True,False,high,A3,1,2020.0_LC_31,11,11,,False,
PID002,2025-11-06_PID002,59,answer,3320.778287,snirf_raw,True,False,high,A3,1,2020.0_LC_31,25,25,,False,
PID002,2025-11-06_PID002,60,question_start,3326.099022,snirf_raw,True,False,high,A3,2,2022.0_CH_51,11,11,,False,
PID002,2025-11-06_PID002,61,answer,3404.131664,snirf_raw,True,False,high,A3,2,2022.0_CH_51,25,25,,False,
PID002,2025-11-06_PID002,62,question_start,3408.335661,snirf_raw,True,False,high,A3,3,2022.0_CH_47,11,11,,False,
PID002,2025-11-06_PID002,63,answer,3526.194994,snirf_raw,True,False,high,A3,3,2022.0_CH_47,25,25,,False,
PID002,2025-11-06_PID002,64,block_end,3636.717474,snirf_raw,True,False,high,A3,-1,,92,92,,False,
PID002,2025-11-06_PID002,65,block_start,3638.969424,snirf_raw,True,False,high,A4,-1,,91,91,,False,
PID002,2025-11-06_PID002,66,question_start,3642.805865,snirf_raw,True,False,high,A4,1,2019.0_CH_64,11,11,,False,
PID002,2025-11-06_PID002,67,answer,3740.379598,snirf_raw,True,False,high,A4,1,2019.0_CH_64,21,21,,False,
PID002,2025-11-06_PID002,68,question_start,3744.361973,snirf_raw,True,False,high,A4,2,2022.0_CH_71,11,11,,False,
PID002,2025-11-06_PID002,69,answer,3825.048058,snirf_raw,True,False,high,A4,2,2022.0_CH_71,21,21,,False,
PID002,2025-11-06_PID002,70,question_start,3829.108376,snirf_raw,True,False,high,A4,3,2021.0_CH_51,11,11,,False,
PID002,2025-11-06_PID002,71,answer,3905.16913,snirf_raw,True,False,high,A4,3,2021.0_CH_51,21,21,,False,
PID002,2025-11-06_PID002,72,block_end,4058.985078,snirf_raw,True,False,high,A4,-1,,92,92,,False,
PID002,2025-11-06_PID002,73,block_start,4061.987112,snirf_raw,True,False,high,A5,-1,,91,91,,False,
PID002,2025-11-06_PID002,74,question_start,4066.078606,snirf_raw,True,False,high,A5,1,2022.0_CH_60,11,11,,False,
PID002,2025-11-06_PID002,75,answer,4144.182711,snirf_raw,True,False,high,A5,1,2022.0_CH_60,22,22,,False,
PID002,2025-11-06_PID002,76,question_start,4147.922892,snirf_raw,True,False,high,A5,2,2019.0_CH_65,11,11,,False,
PID002,2025-11-06_PID002,77,answer,4204.589195,snirf_raw,True,False,high,A5,2,2019.0_CH_65,21,21,,False,
PID002,2025-11-06_PID002,78,question_start,4209.350319,snirf_raw,True,False,high,A5,3,2021.0_CH_83,11,11,,False,
PID002,2025-11-06_PID002,79,answer,4333.018862,snirf_raw,True,False,high,A5,3,2021.0_CH_83,21,21,,False,
PID002,2025-11-06_PID002,80,block_end,4482.002073,snirf_raw,True,False,high,A5,-1,,92,92,,False,
PID003,2025-11-11_003,1,block_start,172.999378,snirf_aligned_psychopy,True,False,high,C1,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,2,question_start,177.666626,snirf_aligned_psychopy,True,False,high,C1,1,2020.0_CH_56,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,3,answer,204.551872,snirf_aligned_psychopy,True,False,high,C1,1,2020.0_CH_56,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,4,question_start,209.10806,snirf_aligned_psychopy,True,False,high,C1,2,2017.0_CH_75,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,5,answer,270.310434,snirf_aligned_psychopy,True,False,high,C1,2,2017.0_CH_75,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,6,question_start,274.310587,snirf_aligned_psychopy,True,False,high,C1,3,2020.0_CH_78,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,7,answer,316.76921,snirf_aligned_psychopy,True,False,high,C1,3,2020.0_CH_78,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,8,block_end,593.015655,snirf_aligned_psychopy,True,False,high,C1,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,9,block_start,594.732476,snirf_aligned_psychopy,True,False,high,C2,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,10,question_start,598.516963,snirf_aligned_psychopy,True,False,high,C2,1,2017.0_CH_47,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,11,answer,652.166364,snirf_aligned_psychopy,True,False,high,C2,1,2017.0_CH_47,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,12,question_start,656.107256,snirf_aligned_psychopy,True,False,high,C2,2,2017.0_CH_69,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,13,answer,751.7017,snirf_aligned_psychopy,True,False,high,C2,2,2017.0_CH_69,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,14,question_start,755.563846,snirf_aligned_psychopy,True,False,high,C2,3,2018.0_LC_44,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,15,answer,874.198282,snirf_aligned_psychopy,True,False,high,C2,3,2018.0_LC_44,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,16,block_end,1014.748316,snirf_aligned_psychopy,True,False,high,C2,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,17,block_start,1016.367762,snirf_aligned_psychopy,True,False,high,C3,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,18,question_start,1021.180053,snirf_aligned_psychopy,True,False,high,C3,1,2021.0_LC_26,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,19,answer,1189.814617,snirf_aligned_psychopy,True,False,high,C3,1,2021.0_LC_26,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,20,question_start,1194.955691,snirf_aligned_psychopy,True,False,high,C3,2,2020.0_CH_82,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,21,answer,1260.421068,snirf_aligned_psychopy,True,False,high,C3,2,2020.0_CH_82,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,22,question_start,1264.67381,snirf_aligned_psychopy,True,False,high,C3,3,2020.0_CH_84,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,23,answer,1343.807221,snirf_aligned_psychopy,True,False,high,C3,3,2020.0_CH_84,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,24,block_end,1436.3837,snirf_aligned_psychopy,True,False,high,C3,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,25,block_start,1438.253231,snirf_aligned_psychopy,True,False,high,C4,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,26,question_start,1442.905143,snirf_aligned_psychopy,True,False,high,C4,1,2021.0_CH_76,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,27,answer,1540.377311,snirf_aligned_psychopy,True,False,high,C4,1,2021.0_CH_76,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,28,question_start,1544.147289,snirf_aligned_psychopy,True,False,high,C4,2,2020.0_CH_70,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,29,answer,1638.577637,snirf_aligned_psychopy,True,False,high,C4,2,2020.0_CH_70,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,30,question_start,1642.263312,snirf_aligned_psychopy,True,False,high,C4,3,2017.0_CH_68,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,31,answer,1721.931584,snirf_aligned_psychopy,True,False,high,C4,3,2017.0_CH_68,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,32,block_end,1858.267114,snirf_aligned_psychopy,True,False,high,C4,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,33,block_start,1859.83686,snirf_aligned_psychopy,True,False,high,C5,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,34,question_start,1864.585644,snirf_aligned_psychopy,True,False,high,C5,1,2020.0_CH_59,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,35,answer,1935.363915,snirf_aligned_psychopy,True,False,high,C5,1,2020.0_CH_59,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,36,question_start,1940.135017,snirf_aligned_psychopy,True,False,high,C5,2,2018.0_CH_77,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,37,answer,2015.28515,snirf_aligned_psychopy,True,False,high,C5,2,2018.0_CH_77,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,38,question_start,2019.04203,snirf_aligned_psychopy,True,False,high,C5,3,2021.0_CH_46,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,39,answer,2100.221917,snirf_aligned_psychopy,True,False,high,C5,3,2021.0_CH_46,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,40,block_end,2279.851116,snirf_aligned_psychopy,True,False,high,C5,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,41,block_start,2282.3696,snirf_aligned_psychopy,True,False,high,A1,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,42,question_start,2285.832481,snirf_aligned_psychopy,True,False,high,A1,1,2019.0_CH_65,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,43,answer,2336.219927,snirf_aligned_psychopy,True,False,high,A1,1,2019.0_CH_65,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,44,question_start,2341.642396,snirf_aligned_psychopy,True,False,high,A1,2,2022.0_CH_71,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,45,answer,2424.423051,snirf_aligned_psychopy,True,False,high,A1,2,2022.0_CH_71,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID003,2025-11-11_003,46,question_start,2428.80015,snirf_aligned_psychopy,True,False,high,A1,3,2022.0_CH_51,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
