concrete_question_id,abstract_question_id,word_count_difference,enem_correctness_difference,z_log_total_word_count_difference,z_enem_correctness_difference,matching_distance,matched_pair_flag,matched_pair_rule
2017_CH_47,2019_CH_56,-10.0,0.1353068115443753,-0.3593025331180167,1.0262013308849318,1.3855038640029484,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_CH_77,2021_CH_51,-6.0,-0.25863347398878767,-0.27231198772594956,-1.9615421588117408,2.2338541465376904,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_CH_77,2021_CH_57,6.0,-0.0938631059317781,0.30716459296484244,-0.7118817089012113,1.0190463018660538,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_CH_77,2021_CH_65,-20.0,-0.47621865659773027,-0.8084927776291446,-3.6117636179206842,4.420256395549829,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_CH_77,2021_CH_83,-70.0,-0.22436524059855362,-2.1036212624804405,-1.7016431462583297,3.80526440873877,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_CH_77,2021_CH_86,-10.0,-0.3454592262680724,-0.4380916040926055,-2.620050784705019,3.0581423887976245,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_CH_77,2022_CH_47,-64.0,-0.2632849266939778,-1.9803710993478867,-1.996819961179059,3.9771910605269456,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_CH_77,2022_CH_51,-41.0,-0.0440018297354588,-1.4389151122027524,-0.3337210870650885,1.7726361992678408,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_CH_77,2022_CH_60,-39.0,-0.24247350634144588,-1.3855162173425817,-1.8389808470974307,3.2244970644400124,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_CH_77,2022_CH_71,-9.0,-0.23368548375252607,-0.3977065966756351,-1.7723302448575078,2.170036841533143,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2019_CH_56,60.0,-0.09746275371505919,1.4564542512335812,-0.7391823547723066,2.1956366060058876,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2019_CH_64,25.0,-0.3090967827387925,0.5045341242707893,-2.344268748914919,2.8488028731857082,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2019_CH_65,44.0,-0.048154099244698934,0.9742723939957993,-0.36521295689735994,1.3394853508931592,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2020_CH_76,54.0,-0.020569326238175534,1.2641235207525776,-0.1560030106400031,1.4201265313925808,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2020_CH_77,53.0,0.0022528069818457674,1.2335135351011368,0.017085862098219717,1.2505993971993565,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2020_LC_31,5.0,-0.152748142307995,0.09278571222441934,-1.1584808269261262,1.2512665391505455,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2021_CH_51,76.0,-0.1738683789236491,2.0603254716928436,-1.3186620822244288,3.3789875539172725,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2021_CH_57,88.0,-0.009098010866639528,2.6398020523836356,-0.06900163231389933,2.7088036846975347,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2021_CH_65,62.0,-0.3914535615325917,1.5241446817896485,-2.9688835413333723,4.493028223123021,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2021_CH_83,12.0,-0.13960014553341504,0.2290161969383524,-1.0587630696710177,1.2877792666093701,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2021_CH_86,72.0,-0.26069413120293383,1.8945458553261876,-1.9771707081177075,3.8717165634438953,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2022_CH_47,18.0,-0.17851983162883922,0.3522663600709064,-1.353939884591747,1.7062062446626534,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2022_CH_51,41.0,0.040763265329679776,0.8937223472160406,0.3091589895222234,1.202881336738264,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2022_CH_60,43.0,-0.1577084112763073,0.9471212420762114,-1.1961007705101188,2.14322201258633,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2018_LC_44,2022_CH_71,73.0,-0.1489203886873875,1.9349308627431578,-1.1294501682701958,3.0643810310133537,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2019_CH_56,-43.0,0.09038952418166124,-2.1850816526613563,0.6855371799434914,2.8706188326048476,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2019_CH_64,-78.0,-0.12124450484207205,-3.137001779624148,-0.9195492141991212,4.05655099382327,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2019_CH_65,-59.0,0.1396981786520215,-2.667263509899138,1.059506577818438,3.7267700877175765,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2020_CH_76,-49.0,0.1672829516585449,-2.37741238314236,1.268716524075795,3.646128907218155,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2020_CH_77,-50.0,0.1901050848785662,-2.4080223687938007,1.4418053968140176,3.8498277656078184,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2020_LC_31,-98.0,0.03510413558872544,-3.548750191670518,0.2662387077896719,3.81498889946019,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2021_CH_51,-27.0,0.01398389897307134,-1.5812104322020941,0.10605745249136922,1.6872678846934632,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2021_CH_57,-15.0,0.1787542670300809,-1.0017338515113021,1.3557179024018988,2.357451753913201,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2021_CH_65,-41.0,-0.20360128363587127,-2.1173912221052893,-1.5441640066175744,3.6615552287228637,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2021_CH_83,-91.0,0.04825213236330539,-3.4125197069565854,0.3659564650447804,3.7784761720013655,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2021_CH_86,-31.0,-0.0728418533062134,-1.7469900485687502,-0.5524511734019094,2.2994412219706595,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2022_CH_47,-85.0,0.009332446267881211,-3.289269543824031,0.07077965012405119,3.3600491939480825,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2022_CH_51,-62.0,0.2286155432264002,-2.747813556678897,1.7338785242380215,4.481692080916918,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2022_CH_60,-60.0,0.03014386662041313,-2.694414661818726,0.22861876420567928,2.9230334260244053,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_56,2022_CH_71,-30.0,0.03893188920933294,-1.7066050411517797,0.2952693664456021,2.0018744075973816,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2019_CH_56,-4.0,0.06564168871317921,-0.13734317349445901,0.49784329074155276,0.6351864642360118,True,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2019_CH_64,-39.0,-0.14599234031055408,-1.089263300457251,-1.1072431034010597,2.1965064038583106,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2019_CH_65,-20.0,0.11495034318353947,-0.6195250307322409,0.8718126886164994,1.4913377193487403,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2020_CH_76,-10.0,0.14253511619006287,-0.3296739039754625,1.0810226348738563,1.4106965388493187,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2020_CH_77,-11.0,0.16535724941008417,-0.36028388962690316,1.254111507612079,1.6143953972389822,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2020_LC_31,-59.0,0.010356300120243411,-1.5010117125036206,0.07854481858773327,1.579556531091354,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2021_CH_51,12.0,-0.010763936495410686,0.4665280469648033,-0.08163643671056942,0.5481644836753727,True,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2021_CH_57,24.0,0.15400643156159888,1.0460046276555954,1.1680240131999602,2.2140286408555556,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2021_CH_65,-2.0,-0.2283491191043533,-0.06965274293839172,-1.731857895819513,1.8015106387579047,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2021_CH_83,-52.0,0.023504296894823362,-1.3647812277896878,0.17826257584284178,1.5430438036325296,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2021_CH_86,8.0,-0.09758968877469543,0.3007484305981474,-0.740145062603848,1.0408934932019953,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2022_CH_47,-46.0,-0.015415389200600815,-1.2415310646571336,-0.11691423907788745,1.358445303735021,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2022_CH_51,-23.0,0.20386770775791818,-0.7000750775119995,1.5461846350360828,2.246259712548082,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2022_CH_60,-21.0,0.005396031151931102,-0.6466761826518287,0.040924875003740646,0.6876010576555693,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_59,2022_CH_71,9.0,0.01418405374085091,0.34113343801511775,0.10757547724366345,0.4487089152587812,True,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2019_CH_56,-3.0,-0.14776168111507468,-0.10226442817929689,-1.12066223483771,1.2229266630170068,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2019_CH_64,-38.0,-0.359395710138808,-1.0541845551420888,-2.7257486289803223,3.7799331841224113,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2019_CH_65,-19.0,-0.09845302664471442,-0.5844462854170787,-0.7466928369627632,1.3311391223798419,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2020_CH_76,-9.0,-0.07086825363819102,-0.2945951586603004,-0.5374828907054064,0.8320780493657068,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2020_CH_77,-10.0,-0.04804612041816972,-0.3252051443117411,-0.3643940179671836,0.6895991622789247,True,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2020_LC_31,-58.0,-0.20304706970801048,-1.4659329671884587,-1.5399607069915295,3.005893674179988,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2021_CH_51,13.0,-0.22416730632366458,0.5016067922799654,-1.7001419622898322,2.2017487545697976,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2021_CH_57,25.0,-0.059396938266655014,1.0810833729707574,-0.4504815123793027,1.53156488535006,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2021_CH_65,-1.0,-0.4417524889326072,-0.0345739976232296,-3.3503634213987756,3.3849374190220054,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2021_CH_83,-51.0,-0.18989907293343053,-1.3297024824745256,-1.440242949736421,2.769945432210947,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2021_CH_86,9.0,-0.31099305860294935,0.33582717591330946,-2.358650588183111,2.6944777640964204,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2022_CH_47,-45.0,-0.2288187590288547,-1.2064523193419716,-1.7354197646571503,2.941872083999122,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2022_CH_51,-22.0,-0.00953566207033571,-0.6649963321968374,-0.07232089054317992,0.7373172227400173,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2022_CH_60,-20.0,-0.2080073386763228,-0.6115974373366666,-1.577580650575522,2.1891780879121887,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_70,2022_CH_71,10.0,-0.19921931608740298,0.37621218333027984,-1.5109300483355992,1.887142231665879,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_78,2019_CH_56,-44.0,-0.00919399373580776,-2.2694008788470983,-0.06972959084723819,2.3391304696943367,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_78,2019_CH_64,-79.0,-0.22082802275954105,-3.22132100580989,-1.6748159849898507,4.896136990799741,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
2020_CH_78,2019_CH_65,-60.0,0.0401146607345525,-2.75158273608488,0.30423980702770853,3.0558225431125887,False,|z(log word count difference)| <= 0.5 and |z(ENEM correctness difference)| <= 0.5
